project_name,num_features,reduction_percentage,feature_names
RandomForest_3_features_reduced_by_20_percent0,3,20,"pdays, poutcome, marital"
RandomForest_3_features_reduced_by_40_percent0,3,40,"pdays, poutcome, marital"
RandomForest_3_features_reduced_by_60_percent0,3,60,"pdays, poutcome, marital"
RandomForest_3_features_reduced_by_80_percent0,3,80,"pdays, poutcome, marital"
RandomForest_2_features_reduced_by_0_percent0,2,0,"emp.var.rate, previous"
RandomForest_2_features_reduced_by_20_percent0,2,20,"emp.var.rate, previous"
RandomForest_2_features_reduced_by_40_percent0,2,40,"emp.var.rate, previous"
RandomForest_2_features_reduced_by_60_percent0,2,60,"emp.var.rate, previous"
RandomForest_2_features_reduced_by_80_percent0,2,80,"emp.var.rate, previous"
RandomForest_1_features_reduced_by_0_percent0,1,0,emp.var.rate
RandomForest_1_features_reduced_by_20_percent0,1,20,emp.var.rate
RandomForest_1_features_reduced_by_40_percent0,1,40,emp.var.rate
RandomForest_1_features_reduced_by_60_percent0,1,60,emp.var.rate
RandomForest_1_features_reduced_by_80_percent0,1,80,emp.var.rate
RandomForest_19_features_reduced_by_0_percent1,19,0,"cons.price.idx, cons.conf.idx, education, loan, default, contact, poutcome, y, pdays, day_of_week, age, month, housing, job, emp.var.rate, euribor3m, nr.employed, marital, previous"
RandomForest_19_features_reduced_by_20_percent1,19,20,"cons.price.idx, cons.conf.idx, education, loan, default, contact, poutcome, y, pdays, day_of_week, age, month, housing, job, emp.var.rate, euribor3m, nr.employed, marital, previous"
RandomForest_19_features_reduced_by_40_percent1,19,40,"cons.price.idx, cons.conf.idx, education, loan, default, contact, poutcome, y, pdays, day_of_week, age, month, housing, job, emp.var.rate, euribor3m, nr.employed, marital, previous"
RandomForest_19_features_reduced_by_60_percent1,19,60,"cons.price.idx, cons.conf.idx, education, loan, default, contact, poutcome, y, pdays, day_of_week, age, month, housing, job, emp.var.rate, euribor3m, nr.employed, marital, previous"
RandomForest_19_features_reduced_by_80_percent1,19,80,"cons.price.idx, cons.conf.idx, education, loan, default, contact, poutcome, y, pdays, day_of_week, age, month, housing, job, emp.var.rate, euribor3m, nr.employed, marital, previous"
RandomForest_18_features_reduced_by_0_percent1,18,0,"poutcome, job, cons.conf.idx, loan, emp.var.rate, cons.price.idx, marital, housing, day_of_week, age, y, contact, default, month, education, euribor3m, pdays, previous"
