project_name,num_features,reduction_percentage,feature_names
RandomForest_10_features_reduced_by_0_percent1,10,0,"SkinCancer, Race, SleepTime, PhysicalActivity, BMI, Diabetic, Smoking, PhysicalHealth, MentalHealth, DiffWalking"
RandomForest_10_features_reduced_by_20_percent1,10,20,"SkinCancer, Race, SleepTime, PhysicalActivity, BMI, Diabetic, Smoking, PhysicalHealth, MentalHealth, DiffWalking"
RandomForest_10_features_reduced_by_40_percent1,10,40,"SkinCancer, Race, SleepTime, PhysicalActivity, BMI, Diabetic, Smoking, PhysicalHealth, MentalHealth, DiffWalking"
RandomForest_10_features_reduced_by_60_percent1,10,60,"SkinCancer, Race, SleepTime, PhysicalActivity, BMI, Diabetic, Smoking, PhysicalHealth, MentalHealth, DiffWalking"
RandomForest_10_features_reduced_by_80_percent1,10,80,"SkinCancer, Race, SleepTime, PhysicalActivity, BMI, Diabetic, Smoking, PhysicalHealth, MentalHealth, DiffWalking"
RandomForest_9_features_reduced_by_0_percent1,9,0,"Smoking, BMI, MentalHealth, PhysicalActivity, AlcoholDrinking, Asthma, KidneyDisease, AgeCategory, PhysicalHealth"
RandomForest_9_features_reduced_by_20_percent1,9,20,"Smoking, BMI, MentalHealth, PhysicalActivity, AlcoholDrinking, Asthma, KidneyDisease, AgeCategory, PhysicalHealth"
RandomForest_9_features_reduced_by_40_percent1,9,40,"Smoking, BMI, MentalHealth, PhysicalActivity, AlcoholDrinking, Asthma, KidneyDisease, AgeCategory, PhysicalHealth"
RandomForest_9_features_reduced_by_60_percent1,9,60,"Smoking, BMI, MentalHealth, PhysicalActivity, AlcoholDrinking, Asthma, KidneyDisease, AgeCategory, PhysicalHealth"
RandomForest_9_features_reduced_by_80_percent1,9,80,"Smoking, BMI, MentalHealth, PhysicalActivity, AlcoholDrinking, Asthma, KidneyDisease, AgeCategory, PhysicalHealth"
RandomForest_8_features_reduced_by_0_percent1,8,0,"MentalHealth, PhysicalHealth, Sex, GenHealth, SkinCancer, AlcoholDrinking, Diabetic, KidneyDisease"
RandomForest_8_features_reduced_by_20_percent1,8,20,"MentalHealth, PhysicalHealth, Sex, GenHealth, SkinCancer, AlcoholDrinking, Diabetic, KidneyDisease"
RandomForest_8_features_reduced_by_40_percent1,8,40,"MentalHealth, PhysicalHealth, Sex, GenHealth, SkinCancer, AlcoholDrinking, Diabetic, KidneyDisease"
RandomForest_8_features_reduced_by_60_percent1,8,60,"MentalHealth, PhysicalHealth, Sex, GenHealth, SkinCancer, AlcoholDrinking, Diabetic, KidneyDisease"
RandomForest_8_features_reduced_by_80_percent1,8,80,"MentalHealth, PhysicalHealth, Sex, GenHealth, SkinCancer, AlcoholDrinking, Diabetic, KidneyDisease"
RandomForest_7_features_reduced_by_0_percent1,7,0,"Sex, Smoking, SleepTime, PhysicalActivity, MentalHealth, Diabetic, KidneyDisease"
RandomForest_7_features_reduced_by_20_percent1,7,20,"Sex, Smoking, SleepTime, PhysicalActivity, MentalHealth, Diabetic, KidneyDisease"
RandomForest_7_features_reduced_by_40_percent1,7,40,"Sex, Smoking, SleepTime, PhysicalActivity, MentalHealth, Diabetic, KidneyDisease"
RandomForest_7_features_reduced_by_60_percent1,7,60,"Sex, Smoking, SleepTime, PhysicalActivity, MentalHealth, Diabetic, KidneyDisease"
RandomForest_7_features_reduced_by_80_percent1,7,80,"Sex, Smoking, SleepTime, PhysicalActivity, MentalHealth, Diabetic, KidneyDisease"
RandomForest_6_features_reduced_by_0_percent1,6,0,"GenHealth, SkinCancer, DiffWalking, AlcoholDrinking, MentalHealth, Smoking"
RandomForest_6_features_reduced_by_20_percent1,6,20,"GenHealth, SkinCancer, DiffWalking, AlcoholDrinking, MentalHealth, Smoking"
RandomForest_6_features_reduced_by_40_percent1,6,40,"GenHealth, SkinCancer, DiffWalking, AlcoholDrinking, MentalHealth, Smoking"
RandomForest_6_features_reduced_by_60_percent1,6,60,"GenHealth, SkinCancer, DiffWalking, AlcoholDrinking, MentalHealth, Smoking"
RandomForest_6_features_reduced_by_80_percent1,6,80,"GenHealth, SkinCancer, DiffWalking, AlcoholDrinking, MentalHealth, Smoking"
RandomForest_5_features_reduced_by_0_percent1,5,0,"SleepTime, Smoking, PhysicalHealth, Asthma, Diabetic"
RandomForest_5_features_reduced_by_20_percent1,5,20,"SleepTime, Smoking, PhysicalHealth, Asthma, Diabetic"
RandomForest_5_features_reduced_by_40_percent1,5,40,"SleepTime, Smoking, PhysicalHealth, Asthma, Diabetic"
