project_name,num_features,reduction_percentage,feature_names
KNeighborsClassifier_6_features_reduced_by_20_percent0,6,20,"Stroke, AnyHealthcare, MentHlth, PhysActivity, Smoker, NoDocbcCost"
KNeighborsClassifier_6_features_reduced_by_40_percent0,6,40,"Stroke, AnyHealthcare, MentHlth, PhysActivity, Smoker, NoDocbcCost"
KNeighborsClassifier_6_features_reduced_by_60_percent0,6,60,"Stroke, AnyHealthcare, MentHlth, PhysActivity, Smoker, NoDocbcCost"
KNeighborsClassifier_6_features_reduced_by_80_percent0,6,80,"Stroke, AnyHealthcare, MentHlth, PhysActivity, Smoker, NoDocbcCost"
KNeighborsClassifier_5_features_reduced_by_0_percent0,5,0,"DiffWalk, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, Fruits"
KNeighborsClassifier_5_features_reduced_by_20_percent0,5,20,"DiffWalk, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, Fruits"
KNeighborsClassifier_5_features_reduced_by_40_percent0,5,40,"DiffWalk, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, Fruits"
KNeighborsClassifier_5_features_reduced_by_60_percent0,5,60,"DiffWalk, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, Fruits"
KNeighborsClassifier_5_features_reduced_by_80_percent0,5,80,"DiffWalk, HighChol, HeartDiseaseorAttack, HvyAlcoholConsump, Fruits"
KNeighborsClassifier_4_features_reduced_by_0_percent0,4,0,"Income, NoDocbcCost, HeartDiseaseorAttack, AnyHealthcare"
KNeighborsClassifier_4_features_reduced_by_20_percent0,4,20,"Income, NoDocbcCost, HeartDiseaseorAttack, AnyHealthcare"
KNeighborsClassifier_4_features_reduced_by_40_percent0,4,40,"Income, NoDocbcCost, HeartDiseaseorAttack, AnyHealthcare"
KNeighborsClassifier_4_features_reduced_by_60_percent0,4,60,"Income, NoDocbcCost, HeartDiseaseorAttack, AnyHealthcare"
KNeighborsClassifier_4_features_reduced_by_80_percent0,4,80,"Income, NoDocbcCost, HeartDiseaseorAttack, AnyHealthcare"
KNeighborsClassifier_3_features_reduced_by_0_percent0,3,0,"PhysHlth, HvyAlcoholConsump, Stroke"
KNeighborsClassifier_3_features_reduced_by_20_percent0,3,20,"PhysHlth, HvyAlcoholConsump, Stroke"
KNeighborsClassifier_3_features_reduced_by_40_percent0,3,40,"PhysHlth, HvyAlcoholConsump, Stroke"
KNeighborsClassifier_3_features_reduced_by_60_percent0,3,60,"PhysHlth, HvyAlcoholConsump, Stroke"
KNeighborsClassifier_3_features_reduced_by_80_percent0,3,80,"PhysHlth, HvyAlcoholConsump, Stroke"
KNeighborsClassifier_2_features_reduced_by_0_percent0,2,0,"HvyAlcoholConsump, PhysHlth"
