energy_consumed,num_num_features,num_cat_features,number_of_instances,model
1.6730288197995457e-06,0,3,63999.999999999985,3.0
3.891704447849836e-06,0,2,320000.0,3.0
1.7449004579238668e-06,0,2,256000.0,3.0
1.3847891680405332e-06,0,2,192000.0,3.0
9.76188235256043e-07,0,2,128000.0,3.0
5.055601701381345e-07,0,2,63999.999999999985,3.0
2.2122037906342483e-06,1,0,320000.0,3.0
2.856351483700021e-06,1,0,256000.0,3.0
2.3264403497598275e-06,1,0,192000.0,3.0
1.0030953130315842e-06,1,0,128000.0,3.0
4.992456528311904e-07,1,0,63999.999999999985,3.0
5.277307210814936e-06,4,13,320000.0,3.0
4.291264901635827e-06,4,13,256000.0,3.0
6.679003036508233e-06,4,13,192000.0,3.0
4.724132123513414e-06,4,13,128000.0,3.0
1.103668582657254e-06,4,13,63999.999999999985,3.0
4.4692999963407e-06,4,12,320000.0,3.0
3.610695653962479e-06,4,12,256000.0,3.0
2.631330471031548e-06,4,12,192000.0,3.0
3.0277532240931908e-06,4,12,128000.0,3.0
2.2798902449213505e-06,4,12,63999.999999999985,3.0
4.648616295441836e-06,4,11,320000.0,3.0
3.664985891572315e-06,4,11,256000.0,3.0
2.952690423774761e-06,4,11,192000.0,3.0
1.8565764348049168e-06,4,11,128000.0,3.0
1.9110466375745243e-06,4,11,63999.999999999985,3.0
8.733917025591926e-06,3,11,320000.0,3.0
4.321422627069182e-06,3,11,256000.0,3.0
3.125100808039684e-06,3,11,192000.0,3.0
1.9917793742599265e-06,3,11,128000.0,3.0
1.029254801634099e-06,3,11,63999.999999999985,3.0
1.0262716971037535e-05,3,10,320000.0,3.0
4.101858743388536e-06,3,10,256000.0,3.0
3.22005386605579e-06,3,10,192000.0,3.0
1.9022414988095688e-06,3,10,128000.0,3.0
9.392550735630796e-07,3,10,63999.999999999985,3.0
6.880091858591995e-06,3,9,320000.0,3.0
7.655734779741706e-06,3,9,256000.0,3.0
2.6087481638411546e-06,3,9,192000.0,3.0
2.123946444614452e-06,3,9,128000.0,3.0
7.671431415177369e-07,3,9,63999.999999999985,3.0
4.649408659777363e-06,2,9,320000.0,3.0
5.35306774876416e-06,2,9,256000.0,3.0
5.441497623841782e-06,2,9,192000.0,3.0
1.7370047594883747e-06,2,9,128000.0,3.0
9.085701612665136e-07,2,9,63999.999999999985,3.0
4.317568980056308e-06,2,8,320000.0,3.0
3.4502892408593456e-06,2,8,256000.0,3.0
3.487248839910093e-06,2,8,192000.0,3.0
3.757869378616382e-06,2,8,128000.0,3.0
8.559157197301677e-07,2,8,63999.999999999985,3.0
3.452805792178677e-06,2,7,320000.0,3.0
2.764168186622998e-06,2,7,256000.0,3.0
