energy_consumed,num_num_features,num_cat_features,number_of_instances,model
4.56658339770527e-05,7,11,49999.999999999985,4.0
0.0002788708661384,6,11,250000.0,4.0
0.0002139868580505,6,11,200000.0,4.0
0.0001528239035534,6,11,150000.0,4.0
9.354296759556848e-05,6,11,100000.0,4.0
4.376592883914883e-05,6,11,49999.999999999985,4.0
0.000277527607025,5,11,250000.0,4.0
0.0002127967377978,5,11,200000.0,4.0
0.0001552935144357,5,11,150000.0,4.0
9.38731620785984e-05,5,11,100000.0,4.0
4.496258759176474e-05,5,11,49999.999999999985,4.0
0.0002304225445003,4,11,250000.0,4.0
0.0001733454946444,4,11,200000.0,4.0
0.0001271082644405,4,11,150000.0,4.0
8.489911582692811e-05,4,11,100000.0,4.0
3.668720227088367e-05,4,11,49999.999999999985,4.0
0.0001770093123747,4,10,250000.0,4.0
0.0001365755809,4,10,200000.0,4.0
9.706857844136116e-05,4,10,150000.0,4.0
7.181396707457175e-05,4,10,100000.0,4.0
3.135150072233854e-05,4,10,49999.999999999985,4.0
0.0002167700800563,4,9,250000.0,4.0
0.0001668860741286,4,9,200000.0,4.0
0.0001229607658686,4,9,150000.0,4.0
8.39853539634502e-05,4,9,100000.0,4.0
3.652038900044722e-05,4,9,49999.999999999985,4.0
0.0001949523665244,5,7,250000.0,4.0
0.0001498051437046,5,7,200000.0,4.0
0.0001115341649191,5,7,150000.0,4.0
6.706771758788718e-05,5,7,100000.0,4.0
3.4243859631410994e-05,5,7,49999.999999999985,4.0
0.0001796361443762,3,8,250000.0,4.0
0.0001467277583827,3,8,200000.0,4.0
0.0001095221035539,3,8,150000.0,4.0
7.647180019499098e-05,3,8,100000.0,4.0
3.4464910711003545e-05,3,8,49999.999999999985,4.0
0.0001786824669977,4,6,250000.0,4.0
0.0001397213931081,4,6,200000.0,4.0
0.0001044286798374,4,6,150000.0,4.0
6.582880112227638e-05,4,6,100000.0,4.0
4.05613917437121e-05,4,6,49999.999999999985,4.0
0.0001281687429366,2,7,250000.0,4.0
9.342892309895432e-05,2,7,200000.0,4.0
6.682000855538314e-05,2,7,150000.0,4.0
5.011596132220297e-05,2,7,100000.0,4.0
2.3352810140933e-05,2,7,49999.999999999985,4.0
0.000116951560165,2,6,250000.0,4.0
9.574102013525692e-05,2,6,200000.0,4.0
6.388772225097052e-05,2,6,150000.0,4.0
5.2040186517918606e-05,2,6,100000.0,4.0
2.2894999623891232e-05,2,6,49999.999999999985,4.0
6.497261401623696e-05,0,7,250000.0,4.0
4.745205718703599e-05,0,7,200000.0,4.0
3.543174540248604e-05,0,7,150000.0,4.0
2.383329796409271e-05,0,7,100000.0,4.0
1.2018275661495055e-05,0,7,49999.999999999985,4.0
7.372721380493305e-05,1,5,250000.0,4.0
5.315439178240216e-05,1,5,200000.0,4.0
4.5891514149591085e-05,1,5,150000.0,4.0
2.6442489317814764e-05,1,5,100000.0,4.0
1.3242967552167912e-05,1,5,49999.999999999985,4.0
7.544953645565835e-05,1,4,250000.0,4.0
6.628355885379987e-05,1,4,200000.0,4.0
4.133317168182455e-05,1,4,150000.0,4.0
2.8887311460754675e-05,1,4,100000.0,4.0
1.4531180627336652e-05,1,4,49999.999999999985,4.0
5.221128090796608e-05,1,3,250000.0,4.0
5.1449005140161214e-05,1,3,200000.0,4.0
3.030058365843212e-05,1,3,150000.0,4.0
2.180268022622133e-05,1,3,100000.0,4.0
1.1715277315493544e-05,1,3,49999.999999999985,4.0
4.89057770465873e-05,1,2,250000.0,4.0
4.822518803224234e-05,1,2,200000.0,4.0
2.865192524544404e-05,1,2,150000.0,4.0
2.034236727646708e-05,1,2,100000.0,4.0
1.5237235494256918e-05,1,2,49999.999999999985,4.0
5.179753536459026e-05,1,1,250000.0,4.0
5.1533560416707285e-05,1,1,200000.0,4.0
3.029824920925724e-05,1,1,150000.0,4.0
2.154754987045534e-05,1,1,100000.0,4.0
1.5618930752959082e-05,1,1,49999.999999999985,4.0
3.620569014036341e-05,1,0,250000.0,4.0
3.112909550171026e-05,1,0,200000.0,4.0
2.149799736933144e-05,1,0,150000.0,4.0
1.5834522734834942e-05,1,0,100000.0,4.0
8.509868630116114e-06,1,0,49999.999999999985,4.0
0.000302249086355,7,14,250000.0,4.0
0.0002294054930751,7,14,200000.0,4.0
0.0001627133748773,7,14,150000.0,4.0
0.0001003945541006,7,14,100000.0,4.0
5.373272107707939e-05,7,14,49999.999999999985,4.0
0.000293809490583,7,13,250000.0,4.0
0.0002287291924166,7,13,200000.0,4.0
0.0001661978049452,7,13,150000.0,4.0
0.000107743653695,7,13,100000.0,4.0
4.6608313864037176e-05,7,13,49999.999999999985,4.0
0.0003013010043177,6,13,250000.0,4.0
0.0002314532064051,6,13,200000.0,4.0
0.0001628115102258,6,13,150000.0,4.0
0.0001078819071294,6,13,100000.0,4.0
5.4125935887322055e-05,6,13,49999.999999999985,4.0
0.0003024255055342,6,12,250000.0,4.0
0.0002308154879558,6,12,200000.0,4.0
0.0001628097243294,6,12,150000.0,4.0
0.0001063723145318,6,12,100000.0,4.0
4.6244783504168174e-05,6,12,49999.999999999985,4.0
0.0002733087994159,6,11,250000.0,4.0
0.0002170535499333,6,11,200000.0,4.0
0.000152556634948,6,11,150000.0,4.0
0.0001008092197103,6,11,100000.0,4.0
4.398587460175097e-05,6,11,49999.999999999985,4.0
0.0002571343357761,5,11,250000.0,4.0
0.0001976412689566,5,11,200000.0,4.0
0.0001408091782988,5,11,150000.0,4.0
8.678988998986017e-05,5,11,100000.0,4.0
4.952550000040497e-05,5,11,49999.999999999985,4.0
0.0002294584396439,5,10,250000.0,4.0
0.0001795760089863,5,10,200000.0,4.0
0.0001317637301793,5,10,150000.0,4.0
8.947158791532275e-05,5,10,100000.0,4.0
3.835236456110074e-05,5,10,49999.999999999985,4.0
0.0001936036863178,4,10,250000.0,4.0
0.0001514074610308,4,10,200000.0,4.0
0.0001052950432061,4,10,150000.0,4.0
6.794097541639733e-05,4,10,100000.0,4.0
3.740337049853123e-05,4,10,49999.999999999985,4.0
0.0002048551609245,4,9,250000.0,4.0
0.0001614656614942,4,9,200000.0,4.0
0.0001212123600881,4,9,150000.0,4.0
8.291810498501947e-05,4,9,100000.0,4.0
3.605499993553976e-05,4,9,49999.999999999985,4.0
0.0002245422758203,5,7,250000.0,4.0
0.0001727199610062,5,7,200000.0,4.0
0.0001281720985334,5,7,150000.0,4.0
8.462716971780437e-05,5,7,100000.0,4.0
3.995376890124336e-05,5,7,49999.999999999985,4.0
0.0001838232725487,3,8,250000.0,4.0
0.0001505700201509,3,8,200000.0,4.0
0.0001105561929088,3,8,150000.0,4.0
7.755400067624982e-05,3,8,100000.0,4.0
3.408184644704913e-05,3,8,49999.999999999985,4.0
0.000155513075652,3,7,250000.0,4.0
0.0001209553806725,3,7,200000.0,4.0
9.075175468249652e-05,3,7,150000.0,4.0
5.925029510905208e-05,3,7,100000.0,4.0
2.80088621843293e-05,3,7,49999.999999999985,4.0
9.866467307735346e-05,1,8,250000.0,4.0
7.229840040719462e-05,1,8,200000.0,4.0
5.854395646813221e-05,1,8,150000.0,4.0
3.6556735102886806e-05,1,8,100000.0,4.0
2.732403454369888e-05,1,8,49999.999999999985,4.0
0.000110803115442,2,6,250000.0,4.0
8.386006354308343e-05,2,6,200000.0,4.0
6.996290005352118e-05,2,6,150000.0,4.0
4.233195437487969e-05,2,6,100000.0,4.0
2.672524950490293e-05,2,6,49999.999999999985,4.0
8.693172368782749e-05,2,5,250000.0,4.0
6.931278261348376e-05,2,5,200000.0,4.0
5.877536652982094e-05,2,5,150000.0,4.0
3.506879502791384e-05,2,5,100000.0,4.0
1.8455689505924763e-05,2,5,49999.999999999985,4.0
8.569784407408609e-05,2,4,250000.0,4.0
7.400922002565899e-05,2,4,200000.0,4.0
4.7654642789424953e-05,2,4,150000.0,4.0
4.199040574231933e-05,2,4,100000.0,4.0
1.715340626280724e-05,2,4,49999.999999999985,4.0
8.615321145451869e-05,1,4,250000.0,4.0
6.406576547190021e-05,1,4,200000.0,4.0
5.026067377519313e-05,1,4,150000.0,4.0
3.146096145935492e-05,1,4,100000.0,4.0
2.369723715768285e-05,1,4,49999.999999999985,4.0
7.626996033500998e-05,3,1,250000.0,4.0
6.985006417323045e-05,3,1,200000.0,4.0
4.425877570860495e-05,3,1,150000.0,4.0
3.4528923054050314e-05,3,1,100000.0,4.0
1.5797724867574694e-05,3,1,49999.999999999985,4.0
3.621479667401319e-05,0,3,250000.0,4.0
3.059049149108028e-05,0,3,200000.0,4.0
2.1410337753686693e-05,0,3,150000.0,4.0
1.5986103003028296e-05,0,3,100000.0,4.0
8.833500800770304e-06,0,3,49999.999999999985,4.0
5.8529017070336025e-05,1,1,250000.0,4.0
5.688665929880296e-05,1,1,200000.0,4.0
3.407920406071753e-05,1,1,150000.0,4.0
2.9269174771948708e-05,1,1,100000.0,4.0
1.2419114021938891e-05,1,1,49999.999999999985,4.0
3.143623287378836e-05,0,1,250000.0,4.0
3.1090662429545166e-05,0,1,200000.0,4.0
1.8490568905492384e-05,0,1,150000.0,4.0
1.3829920746146755e-05,0,1,100000.0,4.0
7.559924227044677e-06,0,1,49999.999999999985,4.0
0.0003009962801917,7,14,250000.0,4.0
0.000227215693613,7,14,200000.0,4.0
0.0001659527588975,7,14,150000.0,4.0
9.909163692835442e-05,7,14,100000.0,4.0
5.465135245933602e-05,7,14,49999.999999999985,4.0
0.0002982545160282,7,13,250000.0,4.0
0.0002323210467592,7,13,200000.0,4.0
0.0001628260329793,7,13,150000.0,4.0
0.0001070134858902,7,13,100000.0,4.0
4.635084692018508e-05,7,13,49999.999999999985,4.0
0.000293771829638,6,13,250000.0,4.0
0.0002286369395118,6,13,200000.0,4.0
0.0001612371804796,6,13,150000.0,4.0
0.0001047560590315,6,13,100000.0,4.0
5.324501074998909e-05,6,13,49999.999999999985,4.0
0.0002972505318406,7,11,250000.0,4.0
0.0002261924258004,7,11,200000.0,4.0
0.0001645697106694,7,11,150000.0,4.0
0.0001075881289623,7,11,100000.0,4.0
4.602617993620395e-05,7,11,49999.999999999985,4.0
0.0002872462145548,6,11,250000.0,4.0
0.0002247757990342,6,11,200000.0,4.0
0.0001594640893299,6,11,150000.0,4.0
0.0001035166718326,6,11,100000.0,4.0
4.534164352331775e-05,6,11,49999.999999999985,4.0
0.0002549235705507,4,12,250000.0,4.0
0.0002039027180691,4,12,200000.0,4.0
0.0001454114517886,4,12,150000.0,4.0
9.730562383837728e-05,4,12,100000.0,4.0
4.140729858505438e-05,4,12,49999.999999999985,4.0
0.0002587410217646,6,9,250000.0,4.0
0.0002056435372895,6,9,200000.0,4.0
0.0001492207976233,6,9,150000.0,4.0
8.721247514051255e-05,6,9,100000.0,4.0
4.301084169819357e-05,6,9,49999.999999999985,4.0
0.0002437895050652,5,9,250000.0,4.0
0.0001853695821006,5,9,200000.0,4.0
0.0001353367895474,5,9,150000.0,4.0
9.030195932061968e-05,5,9,100000.0,4.0
3.962456953369434e-05,5,9,49999.999999999985,4.0
0.0001943711700877,4,9,250000.0,4.0
0.0001493351899831,4,9,200000.0,4.0
0.0001100366331184,4,9,150000.0,4.0
6.75113248285359e-05,4,9,100000.0,4.0
3.29958148051234e-05,4,9,49999.999999999985,4.0
0.0001757245724158,3,9,250000.0,4.0
0.0001413182027641,3,9,200000.0,4.0
0.0001045672975664,3,9,150000.0,4.0
7.270344032664071e-05,3,9,100000.0,4.0
3.2155745418079583e-05,3,9,49999.999999999985,4.0
0.0002422715257666,3,8,250000.0,4.0
0.0001690278263813,3,8,200000.0,4.0
0.0001132587794675,3,8,150000.0,4.0
7.850081680529911e-05,3,8,100000.0,4.0
3.473230832283056e-05,3,8,49999.999999999985,4.0
0.0001368804994465,3,7,250000.0,4.0
0.0001051757035437,3,7,200000.0,4.0
8.202197637753468e-05,3,7,150000.0,4.0
4.98764731644749e-05,3,7,100000.0,4.0
2.5096370882809224e-05,3,7,49999.999999999985,4.0
0.0001340709096203,3,6,250000.0,4.0
0.0001081707429989,3,6,200000.0,4.0
7.220245062049495e-05,3,6,150000.0,4.0
5.050838236180728e-05,3,6,100000.0,4.0
2.45591011858485e-05,3,6,49999.999999999985,4.0
0.000101255879249,1,7,250000.0,4.0
8.525477775794773e-05,1,7,200000.0,4.0
5.506164648282214e-05,1,7,150000.0,4.0
4.216934849831382e-05,1,7,100000.0,4.0
1.956871184418459e-05,1,7,49999.999999999985,4.0
0.0001289371779424,4,3,250000.0,4.0
0.0001017889261506,4,3,200000.0,4.0
7.610066406001251e-05,4,3,150000.0,4.0
4.6572223775075246e-05,4,3,100000.0,4.0
2.7181700030667144e-05,4,3,49999.999999999985,4.0
8.742064805527864e-05,2,4,250000.0,4.0
7.811518176394303e-05,2,4,200000.0,4.0
5.078138639537227e-05,2,4,150000.0,4.0
3.568503567279348e-05,2,4,100000.0,4.0
1.810366614402584e-05,2,4,49999.999999999985,4.0
8.689954405446769e-05,1,4,250000.0,4.0
6.659752225439763e-05,1,4,200000.0,4.0
4.530659717613162e-05,1,4,150000.0,4.0
3.103796271945612e-05,1,4,100000.0,4.0
2.102848261209551e-05,1,4,49999.999999999985,4.0
8.051254343069357e-05,2,2,250000.0,4.0
6.92463675926673e-05,2,2,200000.0,4.0
5.047213323873116e-05,2,2,150000.0,4.0
3.28925575927537e-05,2,2,100000.0,4.0
1.6634531532710956e-05,2,2,49999.999999999985,4.0
4.437823306393815e-05,0,3,250000.0,4.0
2.9751931887988885e-05,0,3,200000.0,4.0
2.2081455481533747e-05,0,3,150000.0,4.0
2.156122924271889e-05,0,3,100000.0,4.0
8.560612190361402e-06,0,3,49999.999999999985,4.0
3.410124477931681e-05,0,2,250000.0,4.0
3.697851908277295e-05,0,2,200000.0,4.0
1.995735887338621e-05,0,2,150000.0,4.0
1.4975895956258682e-05,0,2,100000.0,4.0
1.2848151728219618e-05,0,2,49999.999999999985,4.0
4.0976249296185815e-05,1,0,250000.0,4.0
3.44274980289174e-05,1,0,200000.0,4.0
2.745179956864276e-05,1,0,150000.0,4.0
1.755431807524676e-05,1,0,100000.0,4.0
9.492926308482008e-06,1,0,49999.999999999985,4.0
0.0003012621888904,7,14,250000.0,4.0
0.0002276152905161,7,14,200000.0,4.0
0.000164240860104,7,14,150000.0,4.0
0.0001035933774115,7,14,100000.0,4.0
5.345591116879202e-05,7,14,49999.999999999985,4.0
0.0002960148564446,7,13,250000.0,4.0
0.0002388617127926,7,13,200000.0,4.0
0.0001634708339308,7,13,150000.0,4.0
0.0001080512025859,7,13,100000.0,4.0
4.589851529177193e-05,7,13,49999.999999999985,4.0
0.0002894060629678,6,13,250000.0,4.0
0.0002295541936198,6,13,200000.0,4.0
0.0001601231611179,6,13,150000.0,4.0
0.0001053666368355,6,13,100000.0,4.0
5.372852400809886e-05,6,13,49999.999999999985,4.0
0.0002983535658839,7,11,250000.0,4.0
0.000225655512434,7,11,200000.0,4.0
0.0001623519037866,7,11,150000.0,4.0
0.0001068388208655,7,11,100000.0,4.0
4.7330227387654105e-05,7,11,49999.999999999985,4.0
0.0003028030751715,7,10,250000.0,4.0
0.0002336529363015,7,10,200000.0,4.0
0.0001644795104363,7,10,150000.0,4.0
0.0001081269135262,7,10,100000.0,4.0
5.418265387540487e-05,7,10,49999.999999999985,4.0
0.0002830838534567,5,11,250000.0,4.0
0.0002171846793381,5,11,200000.0,4.0
0.0001601561130863,5,11,150000.0,4.0
9.667343570697892e-05,5,11,100000.0,4.0
5.341620018781821e-05,5,11,49999.999999999985,4.0
0.0001907182713245,3,12,250000.0,4.0
0.0001548003389511,3,12,200000.0,4.0
0.0001043115494883,3,12,150000.0,4.0
7.854790824843702e-05,3,12,100000.0,4.0
3.475243243054745e-05,3,12,49999.999999999985,4.0
0.0002415200952899,5,9,250000.0,4.0
0.0001982996211615,5,9,200000.0,4.0
0.0001360259437786,5,9,150000.0,4.0
8.143936913437251e-05,5,9,100000.0,4.0
4.142763936148185e-05,5,9,49999.999999999985,4.0
0.0001831088193148,4,9,250000.0,4.0
0.0001493254784317,4,9,200000.0,4.0
0.0001033875871109,4,9,150000.0,4.0
7.481147985785153e-05,4,9,100000.0,4.0
3.287928861260803e-05,4,9,49999.999999999985,4.0
0.0001804747197875,4,8,250000.0,4.0
0.0001415994815509,4,8,200000.0,4.0
0.0001036816559149,4,8,150000.0,4.0
6.437110070874244e-05,4,8,100000.0,4.0
4.057235179845319e-05,4,8,49999.999999999985,4.0
0.0001477347804131,3,8,250000.0,4.0
0.0001202377640346,3,8,200000.0,4.0
8.455512209339051e-05,3,8,150000.0,4.0
5.325007693698152e-05,3,8,100000.0,4.0
2.759809031703299e-05,3,8,49999.999999999985,4.0
0.0002284901374114,5,5,250000.0,4.0
0.0001830590332742,5,5,200000.0,4.0
0.0001247536868287,5,5,150000.0,4.0
8.152130349905342e-05,5,5,100000.0,4.0
4.789101007753643e-05,5,5,49999.999999999985,4.0
9.83535508798044e-05,2,7,250000.0,4.0
7.848253286337746e-05,2,7,200000.0,4.0
6.54551342732955e-05,2,7,150000.0,4.0
3.801855826508776e-05,2,7,100000.0,4.0
2.468542038570073e-05,2,7,49999.999999999985,4.0
0.0001705235169153,5,3,250000.0,4.0
0.0001399346613327,5,3,200000.0,4.0
0.0001020357852397,5,3,150000.0,4.0
6.440008548245008e-05,5,3,100000.0,4.0
3.622623019362638e-05,5,3,49999.999999999985,4.0
6.76354681641452e-05,1,6,250000.0,4.0
5.757373171367969e-05,1,6,200000.0,4.0
3.968038437068168e-05,1,6,150000.0,4.0
3.030753801901281e-05,1,6,100000.0,4.0
1.4608613277072842e-05,1,6,49999.999999999985,4.0
9.481370989719836e-05,2,4,250000.0,4.0
7.467122826321934e-05,2,4,200000.0,4.0
5.078897950985468e-05,2,4,150000.0,4.0
3.528297779662454e-05,2,4,100000.0,4.0
2.002452008071184e-05,2,4,49999.999999999985,4.0
6.406530758672691e-05,1,4,250000.0,4.0
6.019418306207526e-05,1,4,200000.0,4.0
3.690241536264896e-05,1,4,150000.0,4.0
3.2638757014104466e-05,1,4,100000.0,4.0
1.339480896315864e-05,1,4,49999.999999999985,4.0
5.378874069212644e-05,1,3,250000.0,4.0
4.405893195481036e-05,1,3,200000.0,4.0
3.074172176242327e-05,1,3,150000.0,4.0
2.765107416617361e-05,1,3,100000.0,4.0
1.18043750630477e-05,1,3,49999.999999999985,4.0
3.673310233648711e-05,0,3,250000.0,4.0
3.413669226721342e-05,0,3,200000.0,4.0
2.141762163017321e-05,0,3,150000.0,4.0
1.571258611189781e-05,0,3,100000.0,4.0
1.177536037428278e-05,0,3,49999.999999999985,4.0
4.3642410227127285e-05,1,1,250000.0,4.0
4.3238739528692856e-05,1,1,200000.0,4.0
2.627780592922338e-05,1,1,150000.0,4.0
1.925105274617737e-05,1,1,100000.0,4.0
1.071133735867079e-05,1,1,49999.999999999985,4.0
4.276578297773186e-05,1,0,250000.0,4.0
3.5511578366247506e-05,1,0,200000.0,4.0
3.3453484199835656e-05,1,0,150000.0,4.0
1.808959118419504e-05,1,0,100000.0,4.0
1.034685787389814e-05,1,0,49999.999999999985,4.0
0.0002975780974136,7,14,250000.0,4.0
0.0002328237461571,7,14,200000.0,4.0
0.0001647294634181,7,14,150000.0,4.0
0.0001055206869443,7,14,100000.0,4.0
5.5085287080349495e-05,7,14,49999.999999999985,4.0
0.0002908041581181,6,14,250000.0,4.0
0.0002215992879436,6,14,200000.0,4.0
0.0001607391463378,6,14,150000.0,4.0
0.0001043314323532,6,14,100000.0,4.0
4.62586088430069e-05,6,14,49999.999999999985,4.0
0.000289811339072,6,13,250000.0,4.0
0.0002293101452572,6,13,200000.0,4.0
0.0001604018398263,6,13,150000.0,4.0
0.0001038148241514,6,13,100000.0,4.0
4.483009026268216e-05,6,13,49999.999999999985,4.0
0.0002915824681639,6,12,250000.0,4.0
0.0002270834030485,6,12,200000.0,4.0
0.0001617650829195,6,12,150000.0,4.0
0.0001012196366349,6,12,100000.0,4.0
5.449252053228823e-05,6,12,49999.999999999985,4.0
0.0002676123194953,4,13,250000.0,4.0
0.000204111769177,4,13,200000.0,4.0
0.0001512133667707,4,13,150000.0,4.0
9.597850349399374e-05,4,13,100000.0,4.0
5.219414376959524e-05,4,13,49999.999999999985,4.0
0.0002758256340599,6,10,250000.0,4.0
0.0002088953813814,6,10,200000.0,4.0
0.0001524026678661,6,10,150000.0,4.0
9.375845238214426e-05,6,10,100000.0,4.0
5.266669051920063e-05,6,10,49999.999999999985,4.0
0.0002573379223328,6,9,250000.0,4.0
0.0001967779768463,6,9,200000.0,4.0
0.0001407664212464,6,9,150000.0,4.0
9.273011393836895e-05,6,9,100000.0,4.0
4.044443802620158e-05,6,9,49999.999999999985,4.0
0.0002370787027092,5,9,250000.0,4.0
0.0001932249479761,5,9,200000.0,4.0
0.0001354287874885,5,9,150000.0,4.0
8.270136448085395e-05,5,9,100000.0,4.0
4.350724577429497e-05,5,9,49999.999999999985,4.0
0.0002168165151463,4,9,250000.0,4.0
0.0001700507757401,4,9,200000.0,4.0
0.0001239982720009,4,9,150000.0,4.0
7.592380141847368e-05,4,9,100000.0,4.0
4.108656099213679e-05,4,9,49999.999999999985,4.0
0.0002385424617497,6,6,250000.0,4.0
0.0001867317041178,6,6,200000.0,4.0
0.0001368144806782,6,6,150000.0,4.0
9.177459941390833e-05,6,6,100000.0,4.0
4.082480744131924e-05,6,6,49999.999999999985,4.0
0.0002045337628557,4,7,250000.0,4.0
0.0001541541222781,4,7,200000.0,4.0
0.0001133954043701,4,7,150000.0,4.0
7.630300178611632e-05,4,7,100000.0,4.0
3.456797863726529e-05,4,7,49999.999999999985,4.0
0.000129479230854,2,8,250000.0,4.0
0.0001045097457083,2,8,200000.0,4.0
7.214930207222703e-05,2,8,150000.0,4.0
4.7916353119427294e-05,2,8,100000.0,4.0
2.4988154388466785e-05,2,8,49999.999999999985,4.0
0.000114773946986,2,7,250000.0,4.0
9.59844535746985e-05,2,7,200000.0,4.0
7.167238190204748e-05,2,7,150000.0,4.0
4.216004969518205e-05,2,7,100000.0,4.0
2.5583963864360663e-05,2,7,49999.999999999985,4.0
8.746878912438256e-05,2,6,250000.0,4.0
7.8586815317374e-05,2,6,200000.0,4.0
5.25911198628051e-05,2,6,150000.0,4.0
3.4988668441540845e-05,2,6,100000.0,4.0
1.8384484719270204e-05,2,6,49999.999999999985,4.0
0.0001207908702872,2,5,250000.0,4.0
9.883491698209582e-05,2,5,200000.0,4.0
7.382064773603108e-05,2,5,150000.0,4.0
4.44481737601321e-05,2,5,100000.0,4.0
2.343077883626797e-05,2,5,49999.999999999985,4.0
0.0001014872590775,3,3,250000.0,4.0
8.871255084233477e-05,3,3,200000.0,4.0
6.656388149829682e-05,3,3,150000.0,4.0
4.016757722433694e-05,3,3,100000.0,4.0
2.0578109072803275e-05,3,3,49999.999999999985,4.0
6.91939649358493e-05,2,3,250000.0,4.0
6.213805777342815e-05,2,3,200000.0,4.0
3.942752226897938e-05,2,3,150000.0,4.0
2.7833400963019e-05,2,3,100000.0,4.0
1.491873580014625e-05,2,3,49999.999999999985,4.0
6.878807225524322e-05,2,2,250000.0,4.0
6.234977489679194e-05,2,2,200000.0,4.0
4.0724711069137306e-05,2,2,150000.0,4.0
3.287485567036432e-05,2,2,100000.0,4.0
1.5518610335383425e-05,2,2,49999.999999999985,4.0
9.07327843789911e-05,3,0,250000.0,4.0
6.696845448178162e-05,3,0,200000.0,4.0
4.970112642978165e-05,3,0,150000.0,4.0
3.407781386850527e-05,3,0,100000.0,4.0
2.4368976168364804e-05,3,0,49999.999999999985,4.0
5.053003718913412e-05,2,0,250000.0,4.0
5.0469941631877697e-05,2,0,200000.0,4.0
2.915670379861189e-05,2,0,150000.0,4.0
2.175891121960174e-05,2,0,100000.0,4.0
1.564154604883495e-05,2,0,49999.999999999985,4.0
3.627903388839312e-05,1,0,250000.0,4.0
3.113280304629876e-05,1,0,200000.0,4.0
2.252430556400618e-05,1,0,150000.0,4.0
1.7528851497471706e-05,1,0,100000.0,4.0
8.825193717393632e-06,1,0,49999.999999999985,4.0
6.081798706766981e-06,7,14,250000.0,3.0
4.469885011525953e-06,7,14,200000.0,3.0
3.4622656726444094e-06,7,14,150000.0,3.0
4.126652227205341e-06,7,14,100000.0,3.0
8.649277718571588e-07,7,14,49999.999999999985,3.0
4.979610990305648e-06,6,14,250000.0,3.0
4.073204023486849e-06,6,14,200000.0,3.0
3.010775676628125e-06,6,14,150000.0,3.0
2.106428598308412e-06,6,14,100000.0,3.0
2.12826991749959e-06,6,14,49999.999999999985,3.0
5.1137483270374816e-06,7,12,250000.0,3.0
4.204233556170544e-06,7,12,200000.0,3.0
3.139911523654115e-06,7,12,150000.0,3.0
1.8001571546837014e-06,7,12,100000.0,3.0
2.0092360237372813e-06,7,12,49999.999999999985,3.0
4.558097369599636e-06,6,12,250000.0,3.0
4.18333207062056e-06,6,12,200000.0,3.0
2.856581487638121e-06,6,12,150000.0,3.0
1.9049753319642248e-06,6,12,100000.0,3.0
1.129657557570075e-06,6,12,49999.999999999985,3.0
8.274020889387734e-06,6,11,250000.0,3.0
4.080878096916018e-06,6,11,200000.0,3.0
2.8005859383008813e-06,6,11,150000.0,3.0
1.867758592516112e-06,6,11,100000.0,3.0
9.751558387284198e-07,6,11,49999.999999999985,3.0
6.135097016552512e-06,6,10,250000.0,3.0
4.058306487897628e-06,6,10,200000.0,3.0
2.425098496279235e-06,6,10,150000.0,3.0
1.8008783316761564e-06,6,10,100000.0,3.0
9.614152250540226e-07,6,10,49999.999999999985,3.0
4.497154646579576e-06,5,10,250000.0,3.0
5.1883581030506326e-06,5,10,200000.0,3.0
2.3817855804453657e-06,5,10,150000.0,3.0
1.696448152527713e-06,5,10,100000.0,3.0
1.0079899055856206e-06,5,10,49999.999999999985,3.0
4.444631528701091e-06,6,8,250000.0,3.0
3.5028867976790128e-06,6,8,200000.0,3.0
5.174199116911243e-06,6,8,150000.0,3.0
1.8685519828371376e-06,6,8,100000.0,3.0
1.0275480066169017e-06,6,8,49999.999999999985,3.0
4.428210785482508e-06,4,9,250000.0,3.0
3.600051013253405e-06,4,9,200000.0,3.0
5.851528471538486e-06,4,9,150000.0,3.0
1.9886522561106786e-06,4,9,100000.0,3.0
1.0085125623158497e-06,4,9,49999.999999999985,3.0
3.9816415268938326e-06,4,8,250000.0,3.0
2.982767887957986e-06,4,8,200000.0,3.0
2.758353099559625e-06,4,8,150000.0,3.0
3.038471170768591e-06,4,8,100000.0,3.0
9.754095632676278e-07,4,8,49999.999999999985,3.0
3.8465373562404345e-06,6,5,250000.0,3.0
3.191292487925037e-06,6,5,200000.0,3.0
2.7724702881530702e-06,6,5,150000.0,3.0
2.651283217205168e-06,6,5,100000.0,3.0
9.86236176745984e-07,6,5,49999.999999999985,3.0
3.6897484065320896e-06,2,8,250000.0,3.0
2.8846967733776794e-06,2,8,200000.0,3.0
2.1476669525792305e-06,2,8,150000.0,3.0
2.8375886170164856e-06,2,8,100000.0,3.0
7.202537029893897e-07,2,8,49999.999999999985,3.0
3.002097710441377e-06,3,6,250000.0,3.0
2.8667029751058083e-06,3,6,200000.0,3.0
2.204217802266916e-06,3,6,150000.0,3.0
1.653512911206134e-06,3,6,100000.0,3.0
1.4738105508240552e-06,3,6,49999.999999999985,3.0
2.794823005937764e-06,2,6,250000.0,3.0
2.310790005749368e-06,2,6,200000.0,3.0
1.7556149620264076e-06,2,6,150000.0,3.0
1.2003051706708197e-06,2,6,100000.0,3.0
1.1074632754247837e-06,2,6,49999.999999999985,3.0
3.3119641418650443e-06,3,4,250000.0,3.0
2.54002876775505e-06,3,4,200000.0,3.0
1.878534499719536e-06,3,4,150000.0,3.0
1.2987932693633617e-06,3,4,100000.0,3.0
